,groups,target,when,super_hero_group,tracking,place,tracking_times,crystal_type,unnamed_7,human_behavior_report,human_measure,crystal_weight,expected_factor_x,previous_factor_x,first_factor_x,expected_final_factor_x,final_factor_x,previous_adamantium,unnamed_17,etherium_before_start,expected_start,start_process,start_subprocess1,start_critical_subprocess1,predicted_process_end,process_end,subprocess1_end,reported_on_tower,opened,chemical_x,raw_kryptonite,argon,pure_seastone,crystal_supergroup,cycle
82,36,100.070922,04/03/2021,A,129871,1,1,group 142,7,3,650,355.1943,1631,1618.400024,1607.0,1558.0,1576.0,0.047,1607.0,,04/03/2021 00:55,04/03/2021 00:51,04/03/2021 00:56,,04/03/2021 01:33,04/03/2021 01:28,04/03/2021 01:21,04/03/2021 01:35,04/03/2021 01:48,24.65,3789.0,88.93194601,,0,1ª
83,36,101.2765957,04/03/2021,A,628741,1,1,group 142,14,4,620,349.0761,1637,1593.199951,1542.0,1563.0,1572.0,0.0232,1542.0,,04/03/2021 02:23,04/03/2021 02:23,04/03/2021 02:26,,04/03/2021 03:05,04/03/2021 03:15,04/03/2021 02:55,04/03/2021 03:29,04/03/2021 03:47,28.56666667,,202.5019413,222.65,0,1ª
84,36,102.4822695,04/03/2021,B,129921,1,1,group 70,15,1,650,339.5296,1629,1609.400024,1590.0,1544.0,1548.0,0.0383,1590.0,,04/03/2021 09:04,04/03/2021 09:02,04/03/2021 09:04,04/03/2021 09:07,04/03/2021 10:02,04/03/2021 10:06,04/03/2021 09:58,04/03/2021 10:12,04/03/2021 10:16,54.11666667,,0.0,46.11,0,1ª
85,36,103.6879433,04/03/2021,B,129951,1,1,group 70,16,3,720,338.2431,1612,1601.300049,1582.0,1545.0,1549.0,0.053,1582.0,3.76600003,04/03/2021 12:24,04/03/2021 12:28,04/03/2021 12:30,04/03/2021 12:35,04/03/2021 13:06,04/03/2021 13:15,04/03/2021 13:08,04/03/2021 13:21,04/03/2021 13:29,38.05,522.0,104.8209019,38.72,0,1ª
86,36,104.893617,04/03/2021,B,129981,1,1,group 70,14,2,680,334.2013,1615,1621.599976,1599.0,1545.0,1556.0,0.052,1599.0,,04/03/2021 16:12,04/03/2021 16:04,04/03/2021 16:07,04/03/2021 16:10,04/03/2021 16:47,04/03/2021 16:45,04/03/2021 16:37,04/03/2021 16:53,04/03/2021 17:01,30.71666667,3372.0,0.0,,0,1ª
87,36,106.0992908,04/03/2021,C,130021,1,1,group 163,7,3,500,343.1159,1587,1581.5,1554.0,1533.0,1546.0,0.0321,1554.0,,04/03/2021 21:04,04/03/2021 21:00,04/03/2021 21:02,04/03/2021 21:04,04/03/2021 21:58,04/03/2021 21:45,04/03/2021 21:29,04/03/2021 21:56,04/03/2021 22:31,27.15,,0.0,71.16,0,1ª
88,36,107.3049645,05/03/2021,C,130061,1,1,group 163,16,3,500,340.9624,1586,1597.5,1558.0,1536.0,1545.0,0.0375,1558.0,,05/03/2021 01:07,05/03/2021 01:20,05/03/2021 01:22,05/03/2021 01:26,05/03/2021 01:58,05/03/2021 01:56,05/03/2021 01:48,05/03/2021 02:04,05/03/2021 02:42,26.45,,0.0,45.2,0,1ª
89,36,108.5106383,05/03/2021,B,130121,1,1,group 112,18,3,600,332.3613,1624,1613.599976,1565.0,1576.0,1574.0,0.277,1565.0,,05/03/2021 09:27,05/03/2021 09:34,05/03/2021 09:38,,05/03/2021 10:11,05/03/2021 10:25,05/03/2021 10:23,05/03/2021 10:33,05/03/2021 10:56,45.85,,460.1023327,1058.13,0,1ª
90,36,109.7163121,05/03/2021,B,628951,1,1,group 112,10,3,550,349.9381,1610,1643.0,1611.0,1576.0,1581.0,0.0022,1611.0,,05/03/2021 13:10,05/03/2021 13:16,05/03/2021 13:19,,05/03/2021 13:52,05/03/2021 13:51,05/03/2021 13:50,05/03/2021 14:01,05/03/2021 14:25,30.7,2481.0,0.0,351.23,0,1ª
91,36,110.9219858,05/03/2021,B,628971,1,1,group 184,14,1,650,341.3078,1650,1616.099976,1577.0,1586.0,1589.0,0.297,1577.0,634.2000122,05/03/2021 15:13,05/03/2021 15:16,05/03/2021 15:21,05/03/2021 15:27,05/03/2021 16:08,05/03/2021 16:05,05/03/2021 16:04,05/03/2021 16:19,05/03/2021 16:27,43.35,2.0,305.4081621,796.29,1,1ª
92,36,112.1276596,05/03/2021,B,130171,1,1,group 184,10,4,710,347.7783,1631,1625.400024,1600.0,1584.0,1590.0,0.286,1600.0,430.7999878,05/03/2021 16:59,05/03/2021 16:58,05/03/2021 17:06,05/03/2021 17:09,05/03/2021 18:00,05/03/2021 17:35,05/03/2021 17:34,05/03/2021 17:46,05/03/2021 18:11,34.88333333,,0.0,548.21,1,1ª
93,36,113.3333333,05/03/2021,B,629001,1,1,group 184,8,3,630,337.7497,1638,1611.599976,1582.0,1584.0,1588.0,0.265,1582.0,784.7000122,05/03/2021 18:41,05/03/2021 18:39,05/03/2021 18:44,05/03/2021 18:54,05/03/2021 19:30,05/03/2021 19:22,05/03/2021 19:18,05/03/2021 19:31,05/03/2021 19:41,33.81666667,655.0,414.3745713,697.52,1,1ª
94,36,114.5390071,05/03/2021,C,629031,1,1,group 67,16,1,700,335.0296,1657,1599.199951,1558.0,1582.0,1585.0,0.256,1558.0,436.3999939,05/03/2021 23:17,05/03/2021 23:22,05/03/2021 23:25,05/03/2021 23:39,05/03/2021 23:57,06/03/2021 00:15,06/03/2021 00:14,06/03/2021 00:23,06/03/2021 00:33,49.23333333,,729.951418,1031.6,1,1ª
95,36,115.7446809,06/03/2021,C,130241,1,1,group 67,8,4,800,333.9075,1621,1654.0,1589.0,1579.0,1578.0,0.214,1589.0,392.6000061,06/03/2021 01:53,06/03/2021 01:43,06/03/2021 01:48,06/03/2021 01:56,06/03/2021 02:33,06/03/2021 02:28,06/03/2021 02:28,06/03/2021 02:37,06/03/2021 02:44,39.8,,0.0,422.9,1,1ª
96,36,116.9503546,06/03/2021,C,629071,1,1,group 184,16,3,700,341.2629,1654,1627.800049,1567.0,1584.0,1589.0,0.296,1567.0,656,06/03/2021 04:50,06/03/2021 04:46,06/03/2021 04:46,06/03/2021 04:58,06/03/2021 05:38,06/03/2021 05:32,06/03/2021 05:31,06/03/2021 05:44,06/03/2021 05:51,45.41666667,,402.1147128,947.49,1,1ª
97,36,118.1560284,06/03/2021,C,629091,1,1,group 184,2,3,780,346.9828,1633,1595.400024,1568.0,1585.0,1587.0,0.273,1568.0,846.7999878,06/03/2021 06:28,06/03/2021 06:30,06/03/2021 06:34,06/03/2021 06:45,06/03/2021 07:17,06/03/2021 07:20,06/03/2021 07:17,06/03/2021 07:27,06/03/2021 07:33,43.15,,553.8513017,937.46,1,1ª
98,36,119.3617021,06/03/2021,D,130291,1,1,group 184,7,1,700,342.3135,1664,1634.5,1587.0,1590.0,1598.0,0.271,1587.0,748,06/03/2021 08:02,06/03/2021 08:01,06/03/2021 08:04,06/03/2021 08:16,06/03/2021 08:47,06/03/2021 08:53,06/03/2021 08:51,06/03/2021 09:02,06/03/2021 09:13,47.33333333,,347.7517307,823.86,1,1ª
99,36,120.5673759,06/03/2021,D,130301,1,1,group 184,10,3,500,351.3278,1645,1619.699951,1577.0,1585.0,1594.0,0.254,1577.0,795.0999756,06/03/2021 09:36,06/03/2021 09:54,06/03/2021 09:58,06/03/2021 10:09,06/03/2021 10:39,06/03/2021 10:39,06/03/2021 10:38,06/03/2021 10:49,06/03/2021 11:02,40.58333333,,352.2460293,814.15,1,1ª
100,36,121.7730496,06/03/2021,D,629131,1,1,group 184,14,3,750,339.4448,1636,1599.900024,1555.0,1584.0,1587.0,0.221,1555.0,896,06/03/2021 11:30,06/03/2021 11:37,06/03/2021 11:58,06/03/2021 12:09,06/03/2021 12:29,06/03/2021 12:32,06/03/2021 12:31,06/03/2021 12:42,06/03/2021 12:47,33.41666667,,402.7603705,857.57,1,1ª
101,36,122.9787234,06/03/2021,D,629151,1,1,group 184,10,4,550,349.1899,1633,1597.800049,1578.0,1584.0,1591.0,0.267,1578.0,773.7000122,06/03/2021 13:22,06/03/2021 13:22,06/03/2021 13:26,06/03/2021 13:36,06/03/2021 14:14,06/03/2021 14:17,06/03/2021 14:17,06/03/2021 14:26,06/03/2021 14:33,50.66666667,385.0,354.2712784,868.67,1,1ª
102,36,124.1843972,06/03/2021,D,130361,1,1,group 186,7,3,700,337.5667,1614,1576.199951,1543.0,1564.0,1570.0,0.038,1543.0,,06/03/2021 16:28,06/03/2021 16:34,06/03/2021 16:39,06/03/2021 16:41,06/03/2021 17:17,06/03/2021 17:22,06/03/2021 17:21,06/03/2021 17:31,06/03/2021 17:37,41.76666667,1728.0,580.1182377,641.68,0,1ª
103,36,125.3900709,06/03/2021,D,130381,1,2,group 186,18,3,550,351.3986,1614,1593.465502,,1564.0,,0.0325,,,06/03/2021 18:52,06/03/2021 18:51,,,06/03/2021 19:30,06/03/2021 18:58,,,,,,0.0,,0,1ª
104,36,126.5957447,06/03/2021,B,130391,1,1,group 186,14,3,500,347.5531,1617,1599.400024,1574.0,1569.0,1564.0,0.0421,1574.0,,06/03/2021 19:59,06/03/2021 20:03,06/03/2021 20:06,06/03/2021 20:08,06/03/2021 20:45,06/03/2021 20:48,06/03/2021 20:43,06/03/2021 20:56,06/03/2021 21:18,36.8,,299.426526,421.45,0,1ª
105,36,127.8014184,07/03/2021,B,130441,1,1,group 186,6,3,440,348.0777,1618,1633.699951,1608.0,1567.0,1559.0,0.0454,1608.0,5.22399998,07/03/2021 02:00,07/03/2021 02:04,07/03/2021 02:06,07/03/2021 02:08,07/03/2021 02:48,07/03/2021 02:55,07/03/2021 02:53,07/03/2021 03:02,07/03/2021 03:24,46.43333333,3117.0,0.0,121.19,0,1ª
106,36,129.0070922,07/03/2021,B,130461,1,1,group 186,18,3,500,347.8421,1623,1627.099976,1601.0,1570.0,1577.0,0.057,1601.0,,07/03/2021 04:14,07/03/2021 04:13,07/03/2021 04:18,07/03/2021 04:20,07/03/2021 04:51,07/03/2021 04:40,07/03/2021 04:38,07/03/2021 05:01,07/03/2021 05:27,19.53333333,1758.0,0.0,29.23,0,1ª
107,36,130.212766,07/03/2021,B,130491,1,1,group 186,7,3,520,343.7854,1620,1615.300049,1593.0,1571.0,1574.0,0.0325,1593.0,,07/03/2021 07:22,07/03/2021 07:19,07/03/2021 07:22,07/03/2021 07:23,07/03/2021 08:02,07/03/2021 07:46,07/03/2021 07:44,07/03/2021 08:02,07/03/2021 08:38,22.65,,0.0,106.72,0,1ª
108,36,131.4184397,07/03/2021,D,130521,1,1,group 186,6,4,500,351.9147,1621,1627.400024,1607.0,1577.0,1579.0,0.053,1607.0,,07/03/2021 10:05,07/03/2021 10:04,07/03/2021 10:08,07/03/2021 10:10,07/03/2021 10:46,07/03/2021 10:39,07/03/2021 10:38,07/03/2021 10:50,07/03/2021 11:07,29.5,1098.0,0.0,48.35,0,1ª
109,36,132.6241135,07/03/2021,D,130541,1,1,group 186,18,4,700,349.8324,1613,1619.099976,1598.0,1565.0,1578.0,0.0467,1598.0,,07/03/2021 11:56,07/03/2021 11:55,07/03/2021 11:59,07/03/2021 12:01,07/03/2021 12:48,07/03/2021 12:22,07/03/2021 12:21,07/03/2021 12:40,07/03/2021 13:10,21.68333333,1119.0,0.0,40.75,0,1ª
110,36,133.8297872,07/03/2021,D,130561,1,1,group 186,6,3,500,346.8421,1618,1595.800049,1577.0,1569.0,1570.0,0.0451,1577.0,,07/03/2021 14:13,07/03/2021 14:10,07/03/2021 14:14,07/03/2021 14:16,07/03/2021 14:48,07/03/2021 14:46,07/03/2021 14:44,07/03/2021 14:56,07/03/2021 15:19,30.06666667,,271.8185724,327.94,0,1ª
111,36,135.035461,07/03/2021,D,130581,1,1,group 186,18,3,500,349.0297,1616,1635.0,1612.0,1566.0,1571.0,0.062,1612.0,,07/03/2021 16:17,07/03/2021 16:22,07/03/2021 16:27,07/03/2021 16:29,07/03/2021 17:01,07/03/2021 16:55,07/03/2021 16:54,07/03/2021 17:06,07/03/2021 17:28,27.33333333,4173.0,0.0,,0,1ª
112,36,136.2411348,07/03/2021,D,130591,1,1,group 186,2,4,500,349.1422,1613,1606.199951,1591.0,1568.0,1575.0,0.053,1591.0,,07/03/2021 17:13,07/03/2021 17:16,07/03/2021 17:21,07/03/2021 17:25,07/03/2021 17:56,07/03/2021 17:44,07/03/2021 17:43,07/03/2021 18:01,07/03/2021 18:31,22.18333333,381.0,0.0,,0,1ª
113,36,137.4468085,07/03/2021,D,130611,1,1,group 186,7,3,550,349.3581,1616,1636.400024,1612.0,1567.0,1567.0,,1612.0,,07/03/2021 19:41,07/03/2021 19:38,07/03/2021 19:41,07/03/2021 19:47,07/03/2021 20:16,07/03/2021 20:23,07/03/2021 20:20,07/03/2021 20:30,07/03/2021 20:44,38.86666667,3546.0,0.0,230.59,0,1ª
114,36,138.6524823,07/03/2021,B,130631,1,1,group 186,2,3,540,340.1483,1617,1610.900024,1590.0,1568.0,1577.0,0.052,1590.0,,07/03/2021 21:42,07/03/2021 21:43,07/03/2021 21:46,07/03/2021 21:48,07/03/2021 22:21,07/03/2021 22:09,07/03/2021 22:07,07/03/2021 22:17,07/03/2021 22:58,20.46666667,,0.0,,0,1ª
115,36,139.858156,07/03/2021,B,130651,1,1,group 29,7,3,740,342.0794,1625,1675.5,1642.0,1580.0,1642.0,0.0142,1642.0,,07/03/2021 23:28,07/03/2021 23:35,07/03/2021 23:36,,08/03/2021 00:34,07/03/2021 23:46,07/03/2021 23:43,08/03/2021 00:51,08/03/2021 01:27,6.63333333,,0.0,203.62,0,1ª
116,36,141.0638298,08/03/2021,B,629461,1,1,group 186,14,3,680,350.83,1615,1623.099976,1596.0,1569.0,1578.0,0.054,1596.0,,08/03/2021 01:19,08/03/2021 01:21,08/03/2021 01:22,08/03/2021 01:24,08/03/2021 02:05,08/03/2021 01:44,08/03/2021 01:42,08/03/2021 01:55,08/03/2021 02:44,20.01666667,1179.0,0.0,,0,1ª
117,36,142.2695035,08/03/2021,B,629521,1,1,group 23,2,3,550,356.4312,1632,1643.599976,1609.0,1593.0,1594.0,0.0339,1609.0,35.74000168,08/03/2021 07:31,08/03/2021 07:27,08/03/2021 07:30,08/03/2021 07:33,08/03/2021 08:10,08/03/2021 08:04,08/03/2021 08:03,08/03/2021 08:12,08/03/2021 08:32,33.15,,202.231205,513.02,0,1ª
118,36,143.4751773,08/03/2021,A,629541,1,1,group 23,10,3,620,339.5992,1609,1630.900024,1600.0,1578.0,1587.0,0.0123,1600.0,,08/03/2021 09:23,08/03/2021 09:20,08/03/2021 09:23,,08/03/2021 09:49,08/03/2021 09:41,08/03/2021 09:41,08/03/2021 10:02,08/03/2021 10:12,17.58333333,1074.0,0.0,229.09,0,1ª
119,36,144.6808511,08/03/2021,A,629551,1,1,group 23,13,2,620,337.006,1624,1634.300049,1597.0,1576.0,1583.0,0.0175,1597.0,,08/03/2021 10:07,08/03/2021 10:11,08/03/2021 10:14,08/03/2021 10:18,08/03/2021 10:47,08/03/2021 10:33,08/03/2021 10:31,08/03/2021 10:44,08/03/2021 11:03,17.3,723.0,0.0,206.96,0,1ª
120,36,145.8865248,08/03/2021,A,629571,1,1,group 22,6,3,650,341.5126,1621,1613.699951,1600.0,1583.0,1590.0,0.031,1600.0,,08/03/2021 11:40,08/03/2021 11:40,08/03/2021 11:42,,08/03/2021 12:13,08/03/2021 12:10,08/03/2021 12:07,08/03/2021 12:24,08/03/2021 12:54,24.03333333,,182.12999,284.2,0,1ª
121,36,147.0921986,08/03/2021,A,130701,1,1,group 22,16,1,700,323.0437,1625,1642.0,1617.0,1574.0,1581.0,0.0381,1617.0,,08/03/2021 14:24,08/03/2021 14:20,08/03/2021 14:24,08/03/2021 14:27,08/03/2021 14:43,08/03/2021 14:49,08/03/2021 14:46,08/03/2021 14:55,08/03/2021 15:00,22.0,4143.0,0.0,103.93,0,1ª
122,36,148.2978723,08/03/2021,A,130721,1,1,group 22,8,3,620,339.2515,1611,1601.800049,1588.0,1582.0,1582.0,0.067,1588.0,,08/03/2021 16:02,08/03/2021 15:57,08/03/2021 16:01,,08/03/2021 16:35,08/03/2021 16:41,08/03/2021 16:38,08/03/2021 17:19,08/03/2021 17:22,36.76666667,,385.9304604,350.42,0,1ª
123,36,149.5035461,08/03/2021,A,130731,1,1,group 22,10,3,680,350.3843,1613,1599.0,1580.0,1582.0,1584.0,0.055,1580.0,,08/03/2021 17:12,08/03/2021 17:15,08/03/2021 17:18,,08/03/2021 17:41,08/03/2021 17:43,08/03/2021 17:43,08/03/2021 18:07,08/03/2021 18:27,25.06666667,,252.804236,205.2,0,1ª
124,36,150.7092199,08/03/2021,A,130741,1,1,group 22,2,3,620,354.5838,1616,1609.099976,1591.0,1583.0,1580.0,0.0486,1591.0,,08/03/2021 18:19,08/03/2021 18:17,08/03/2021 18:23,,08/03/2021 18:43,08/03/2021 18:35,08/03/2021 18:35,08/03/2021 18:53,08/03/2021 19:37,12.05,,0.0,,0,1ª
125,36,151.9148936,08/03/2021,D,629661,1,1,group 79,16,4,500,350.4445,1613,1598.699951,1584.0,1574.0,1576.0,0.158,1584.0,,08/03/2021 20:43,08/03/2021 20:46,08/03/2021 20:51,08/03/2021 20:55,08/03/2021 21:18,08/03/2021 21:11,08/03/2021 21:11,08/03/2021 21:26,08/03/2021 22:02,19.7,,142.5847566,525.14,0,1ª
126,36,153.1205674,08/03/2021,D,629671,1,1,group 79,18,3,400,354.192,1619,1616.900024,1595.0,1577.0,1580.0,0.135,1595.0,,08/03/2021 22:01,08/03/2021 22:01,08/03/2021 22:06,08/03/2021 22:09,08/03/2021 22:33,08/03/2021 22:27,08/03/2021 22:26,08/03/2021 22:42,08/03/2021 23:06,19.38333333,,0.0,600.56,0,1ª
127,36,154.3262411,08/03/2021,D,629681,1,1,group 79,8,3,450,350.2089,1622,1627.199951,1612.0,1577.0,1586.0,0.133,1612.0,,08/03/2021 22:50,08/03/2021 22:50,08/03/2021 22:55,08/03/2021 22:57,08/03/2021 23:28,08/03/2021 23:15,08/03/2021 23:14,08/03/2021 23:39,09/03/2021 00:13,19.06666667,3108.0,0.0,543.64,0,1ª
128,36,155.5319149,09/03/2021,D,629691,1,1,group 79,13,3,500,353.089,1615,1602.300049,1578.0,1575.0,1582.0,0.12,1578.0,,09/03/2021 00:18,09/03/2021 00:15,09/03/2021 00:18,09/03/2021 00:22,09/03/2021 00:47,09/03/2021 00:40,09/03/2021 00:40,09/03/2021 00:53,09/03/2021 01:18,21.36666667,,252.5284463,821.54,0,1ª
129,36,156.7375887,09/03/2021,D,130821,1,1,group 103,8,4,500,348.8533,1645,1623.099976,1602.0,1578.0,1580.0,0.054,1602.0,,09/03/2021 02:43,09/03/2021 02:39,09/03/2021 02:44,09/03/2021 02:54,09/03/2021 03:21,09/03/2021 03:08,09/03/2021 03:01,09/03/2021 03:35,09/03/2021 03:46,17.06666667,,0.0,,0,1ª
130,36,157.9432624,09/03/2021,D,130831,1,1,group 103,10,3,500,347.9946,1639,1618.099976,1594.0,1567.0,1578.0,0.0293,1594.0,,09/03/2021 03:38,09/03/2021 03:35,09/03/2021 03:40,09/03/2021 03:41,09/03/2021 04:25,09/03/2021 04:05,09/03/2021 03:59,09/03/2021 04:24,09/03/2021 04:53,18.78333333,,0.0,100.66,0,1ª
131,36,159.1489362,09/03/2021,D,130841,1,1,group 103,7,3,500,349.8512,1639,1611.099976,1587.0,1567.0,1578.0,0.0394,1587.0,,09/03/2021 04:48,09/03/2021 04:48,09/03/2021 04:52,09/03/2021 04:55,09/03/2021 05:30,09/03/2021 05:25,09/03/2021 05:19,09/03/2021 05:34,09/03/2021 06:05,26.45,,152.2541095,162.26,0,1ª
132,36,160.3546099,09/03/2021,D,130851,1,1,group 103,2,3,500,346.8562,1642,1603.0,1582.0,1567.0,1575.0,0.0406,1582.0,,09/03/2021 05:55,09/03/2021 05:52,09/03/2021 05:55,09/03/2021 05:57,09/03/2021 06:43,09/03/2021 06:38,09/03/2021 06:32,09/03/2021 06:45,09/03/2021 07:16,36.38333333,,262.1624798,240.3,0,1ª
133,36,161.5602837,09/03/2021,D,130861,1,1,group 103,8,3,650,341.6836,1644,1619.699951,1589.0,1567.0,1581.0,0.0119,1589.0,,09/03/2021 06:53,09/03/2021 06:57,09/03/2021 07:02,09/03/2021 07:19,09/03/2021 07:52,09/03/2021 07:45,09/03/2021 07:33,09/03/2021 07:46,09/03/2021 08:27,31.08333333,,161.9968836,280.26,0,1ª
0,39,1.527777778,05/10/2019,B,540171,1,1,group 89,2,4,750,344.9854,1613,1645.0,1626.0,1573.0,1576.0,0.0338,1626.0,,05/10/2019 05:52,05/10/2019 05:51,05/10/2019 05:57,05/10/2019 06:06,05/10/2019 06:25,05/10/2019 06:48,05/10/2019 06:38,05/10/2019 06:54,43743.29197,40.83333333,4014.0,114.1771234,,0,1ª
1,39,3.055555556,05/10/2019,B,540191,1,1,group 89,7,3,510,346.2887,1611,1622.199951,1601.0,1571.0,1578.0,0.0169,1601.0,,05/10/2019 07:41,05/10/2019 07:38,05/10/2019 07:42,05/10/2019 07:45,05/10/2019 08:23,05/10/2019 08:10,05/10/2019 08:04,05/10/2019 08:17,43743.36929,21.81666667,1677.0,32.02320123,,0,1ª
2,39,4.583333333,05/10/2019,A,540211,1,1,group 196,19,3,650,339.6184,1660,1617.0,1590.0,1599.0,1596.0,0.309,1590.0,776.7000122,05/10/2019 11:15,05/10/2019 11:16,05/10/2019 11:22,05/10/2019 11:42,05/10/2019 11:56,05/10/2019 11:56,05/10/2019 11:54,05/10/2019 12:04,43743.52258,32.03333333,,389.5015574,638.72,1,1ª
3,39,6.111111111,05/10/2019,A,40271,1,1,group 196,6,2,650,341.9072,1652,1620.099976,1590.0,1581.0,1587.0,0.221,1590.0,607.2000122,05/10/2019 13:08,05/10/2019 13:15,05/10/2019 13:20,05/10/2019 13:32,05/10/2019 13:55,05/10/2019 13:56,05/10/2019 13:54,05/10/2019 14:05,05/10/2019 14:11,34.05,,251.7741951,540.1,1,1ª
4,39,7.638888889,05/10/2019,A,540241,1,1,group 196,16,1,500,368.5154,1657,1654.599976,1615.0,1585.0,1585.0,0.286,1615.0,421,05/10/2019 14:57,05/10/2019 15:14,05/10/2019 15:19,05/10/2019 15:27,05/10/2019 15:54,05/10/2019 15:49,05/10/2019 15:48,05/10/2019 15:57,05/10/2019 16:02,28.83333333,5140.0,0.0,442.26,1,1ª
5,39,9.166666667,05/10/2019,A,40301,1,1,group 196,6,4,680,342.5385,1643,1608.199951,1572.0,1583.0,1584.0,0.262,1572.0,686.2000122,05/10/2019 16:40,05/10/2019 16:47,05/10/2019 16:50,05/10/2019 17:03,05/10/2019 17:27,05/10/2019 17:26,05/10/2019 17:24,05/10/2019 17:41,05/10/2019 17:59,33.75,,306.7063693,557.96,1,1ª
6,39,10.69444444,05/10/2019,D,540281,1,1,group 196,6,4,610,329.942,1635,1615.5,1590.0,1582.0,1583.0,0.285,1590.0,359.5,05/10/2019 20:03,05/10/2019 20:09,05/10/2019 20:13,05/10/2019 20:23,05/10/2019 20:49,05/10/2019 20:43,05/10/2019 20:40,05/10/2019 20:56,05/10/2019 21:25,27.11666667,,0.0,373.01,1,1ª
7,39,12.22222222,05/10/2019,D,540301,1,1,group 196,7,4,810,331.9951,1634,1620.599976,1591.0,1579.0,1583.0,0.243,1591.0,209.199997,05/10/2019 22:02,05/10/2019 22:03,05/10/2019 22:08,05/10/2019 22:16,05/10/2019 22:43,05/10/2019 22:38,05/10/2019 22:36,05/10/2019 22:48,05/10/2019 23:04,27.61666667,172.0,0.0,270.01,1,1ª
8,39,13.75,05/10/2019,D,40361,1,1,group 196,9,1,700,351.7183,1663,1639.300049,1610.0,1586.0,1594.0,0.231,1610.0,546.2000122,05/10/2019 22:51,05/10/2019 22:48,05/10/2019 22:53,05/10/2019 22:59,05/10/2019 23:28,05/10/2019 23:21,05/10/2019 23:18,05/10/2019 23:27,05/10/2019 23:55,25.56666667,3243.0,0.0,497.83,1,1ª
9,39,15.27777778,06/10/2019,D,40371,1,1,group 196,7,3,900,329.3553,1635,1628.800049,1607.0,1578.0,1581.0,0.195,1607.0,544.7999878,06/10/2019 01:47,06/10/2019 01:46,06/10/2019 01:51,06/10/2019 01:58,06/10/2019 02:26,06/10/2019 02:20,06/10/2019 02:17,06/10/2019 02:27,06/10/2019 02:40,25.91666667,3292.0,0.0,474.11,1,1ª
10,39,16.80555556,06/10/2019,D,540341,1,1,group 196,16,3,800,,1636,1625.699951,,1580.0,,0.257,,,06/10/2019 03:21,06/10/2019 03:06,,,,06/10/2019 03:07,,,,,,0.0,,1,1ª
11,39,18.33333333,06/10/2019,D,40381,1,1,group 196,19,4,700,340.0355,1636,1641.099976,1615.0,1581.0,1586.0,0.237,1615.0,328.5,06/10/2019 04:00,06/10/2019 04:06,06/10/2019 04:12,06/10/2019 04:20,06/10/2019 04:49,06/10/2019 04:46,06/10/2019 04:44,06/10/2019 04:56,06/10/2019 05:14,32.31666667,4605.0,0.0,368.54,1,1ª
12,39,19.86111111,06/10/2019,D,40401,1,1,group 196,6,2,790,329.4559,1652,1650.400024,1622.0,1584.0,1588.0,0.248,1622.0,432.3999939,06/10/2019 06:03,06/10/2019 06:03,06/10/2019 06:08,06/10/2019 06:15,06/10/2019 06:43,06/10/2019 06:42,06/10/2019 06:39,06/10/2019 06:49,06/10/2019 06:57,30.8,5295.0,0.0,397.21,1,1ª
13,39,21.38888889,06/10/2019,A,40421,1,1,group 196,6,4,800,328.5858,1635,1612.699951,1588.0,1580.0,1577.0,0.249,1588.0,407.2000122,06/10/2019 08:57,06/10/2019 08:54,06/10/2019 08:59,06/10/2019 09:07,06/10/2019 09:37,06/10/2019 09:32,06/10/2019 09:30,06/10/2019 09:41,06/10/2019 10:10,31.7,,0.0,397.18,1,1ª
14,39,22.91666667,06/10/2019,A,540411,1,1,group 196,2,1,850,318.7093,1661,1634.599976,1600.0,1587.0,1592.0,0.301,1600.0,568.2000122,06/10/2019 10:52,06/10/2019 10:52,06/10/2019 10:57,06/10/2019 11:08,06/10/2019 11:32,06/10/2019 11:33,06/10/2019 11:30,06/10/2019 11:42,06/10/2019 11:54,33.56666667,,231.8262146,470.26,1,1ª
15,39,24.44444444,06/10/2019,A,540431,1,1,group 196,16,4,700,345.1121,1637,1644.900024,1616.0,1582.0,1584.0,0.306,1616.0,316.2999878,06/10/2019 13:06,06/10/2019 13:10,06/10/2019 13:15,06/10/2019 13:26,06/10/2019 13:50,06/10/2019 13:56,06/10/2019 13:55,06/10/2019 14:05,06/10/2019 14:10,39.38333333,3132.0,0.0,369.36,1,1ª
16,39,25.97222222,06/10/2019,A,540451,1,1,group 196,19,3,500,353.4674,1650,1649.599976,1628.0,1601.0,1597.0,0.234,1628.0,454.2000122,06/10/2019 14:59,06/10/2019 15:10,06/10/2019 15:15,06/10/2019 15:37,06/10/2019 15:58,06/10/2019 15:56,06/10/2019 15:54,06/10/2019 16:07,06/10/2019 16:31,39.23333333,3225.0,101.7220043,453.04,1,1ª
17,39,27.5,06/10/2019,A,540471,1,1,group 196,16,3,500,355.2861,1643,1629.5,1609.0,1588.0,1591.0,0.302,1609.0,334.7999878,06/10/2019 17:05,06/10/2019 17:02,06/10/2019 17:06,06/10/2019 17:22,06/10/2019 17:43,06/10/2019 17:45,06/10/2019 17:43,06/10/2019 17:53,06/10/2019 18:22,36.96666667,1071.0,102.2516678,382.83,1,1ª
