index,when,super_hero_group,tracking,place,tracking_times,crystal_type,Unnamed_7,human_behavior_report,human_measure,crystal_weight,expected_factor_x,previous_factor_x,first_factor_x,expected_final_factor_x,final_factor_x,previous_adamantium,Unnamed_17,etherium_before_start,expected_start,start_process,start_subprocess1,start_critical_subprocess1,predicted_process_end,process_end,subprocess1_end,reported_on_tower,opened,chemical_x,raw_kryptonite,argon,pure_seastone,crystal_supergroup,Cycle,groups,target
51,11/14/2020,C,606841,1,1,group 196,15,3,-0.364818314,0.480946898,0.586155576,0.201684415,0.098748621,0.478620024,0.210749476,1.285643645,0.098748621,402.7000122,11/14/2020 1:39,11/14/2020 1:48,11/14/2020 1:51,11/14/2020 1:58,11/14/2020 2:39,11/14/2020 2:33,11/14/2020 2:30,11/14/2020 2:53,14/11/2020 03:15,38.46666667,-0.004158978,0.11557697,0.2289857,1,2ª,28,68.32116788
52,11/14/2020,C,606861,1,1,group 196,14,4,0.381389747,0.361022753,0.199567638,0.172013885,0.184225281,0.331430759,0.389108769,1.364737494,0.184225281,324.3999939,11/14/2020 3:33,11/14/2020 3:35,11/14/2020 3:39,11/14/2020 3:43,11/14/2020 4:15,11/14/2020 4:19,11/14/2020 4:19,11/14/2020 4:31,14/11/2020 04:52,40.31666667,-0.890411371,-0.256237985,0.256435381,1,2ª,28,69.6350365
53,11/14/2020,C,606881,1,1,group 196,8,4,0.382459098,1.453409786,0.712105719,-0.302003277,-0.441388014,0.737104446,0.904473733,0.521344131,-0.441388014,628.2000122,11/14/2020 5:53,11/14/2020 6:01,11/14/2020 6:05,11/14/2020 6:17,11/14/2020 7:13,11/14/2020 7:03,11/14/2020 7:03,11/14/2020 7:29,14/11/2020 07:34,58.63333333,-0.004343824,1.154206102,1.08979842,1,2ª,28,70.94890511
54,11/14/2020,D,110051,1,1,group 196,9,3,0.376481895,0.301800796,0.314402348,-0.316035568,-0.709348821,0.331018208,0.505465133,0.271696391,-0.709348821,723.9000244,11/14/2020 8:02,11/14/2020 8:02,11/14/2020 8:06,11/14/2020 8:11,11/14/2020 8:42,11/14/2020 8:45,11/14/2020 8:43,11/14/2020 8:54,14/11/2020 09:14,37.2,-0.00452867,0.768709501,0.769043346,1,2ª,28,72.26277372
55,11/14/2020,D,110061,1,1,group 196,18,3,-1.175013282,-0.056529513,0.561997384,0.162509484,-0.417162549,0.330811974,0.300991117,0.728251332,-0.417162549,492.5,11/14/2020 9:34,11/14/2020 9:44,11/14/2020 9:48,11/14/2020 10:02,11/14/2020 10:24,11/14/2020 10:25,11/14/2020 10:23,11/14/2020 10:35,14/11/2020 10:56,34.75,-1.339437853,0.13943783,0.440489965,1,2ª,28,73.57664234
56,11/14/2020,D,606921,1,1,group 196,9,4,-0.600877937,0.249341564,0.808647156,-0.019503347,-0.105659631,1.279894804,1.340551159,0.503081501,-0.105659631,660.2000122,11/14/2020 11:14,11/14/2020 11:15,11/14/2020 11:21,11/14/2020 11:30,11/14/2020 11:54,11/14/2020 11:58,11/14/2020 11:56,11/14/2020 12:13,14/11/2020 12:46,34.83333333,-0.004713516,0.633064396,0.699029773,1,2ª,28,74.89051095
57,11/14/2020,D,606941,1,1,group 196,18,3,0.37584308,-0.21229588,0.104725136,0.110896267,0.278674842,0.033561494,0.000646949,0.003974133,0.278674842,389.7000122,11/14/2020 13:21,11/14/2020 13:25,11/14/2020 13:30,11/14/2020 13:36,11/14/2020 14:05,11/14/2020 14:03,11/14/2020 14:03,11/14/2020 14:15,14/11/2020 14:25,32.31666667,-0.809714458,-0.256830233,0.218879536,1,2ª,28,76.20437956
58,11/14/2020,D,110111,1,1,group 196,15,4,-0.365029486,0.149063078,0.305855157,-0.338047065,0.069334425,0.206116275,0.146984768,0.819766261,0.069334425,366.2000122,11/14/2020 14:47,11/14/2020 14:49,11/14/2020 14:57,11/14/2020 15:06,11/14/2020 15:33,11/14/2020 15:37,11/14/2020 15:34,11/14/2020 15:47,14/11/2020 16:09,37.45,-0.004898363,-0.257422661,0.32033083,1,2ª,28,77.51824818
59,11/14/2020,D,110131,1,1,group 196,17,3,-0.36524069,-0.022832004,0.562250916,-0.064135724,-0.710572775,0.331637077,0.37329088,1.518961177,-0.710572775,714,11/14/2020 17:17,11/14/2020 17:24,11/14/2020 17:30,11/14/2020 17:41,,11/14/2020 18:09,11/14/2020 18:06,11/14/2020 20:50,14/11/2020 21:05,36.5,-0.00508321,0.939056526,0.899469887,1,2ª,28,78.83211679
60,11/14/2020,B,110151,1,1,group 196,18,3,-0.03633752,-0.24835831,0.46476572,-0.17601492,-0.762068252,0.330193443,0.296141278,0.193419821,-0.762068252,569.5999756,11/14/2020 21:21,11/14/2020 21:27,11/14/2020 21:32,11/14/2020 21:42,11/14/2020 22:19,11/14/2020 22:08,11/14/2020 22:03,11/14/2020 22:24,14/11/2020 22:51,31.86666667,-0.005268057,0.696623325,0.524259443,1,2ª,28,80.1459854
61,11/15/2020,B,110181,1,1,group 196,11,3,0.528160449,0.796328932,0.991614738,-0.04763292,-0.307276556,1.031731711,1.06559047,0.003604443,-0.307276556,798.5,11/15/2020 0:46,11/15/2020 0:48,11/15/2020 0:51,11/15/2020 0:56,11/15/2020 1:55,11/15/2020 1:38,11/15/2020 1:38,11/15/2020 1:49,15/11/2020 02:24,46.45,-0.005452905,1.066166177,1.229085316,1,2ª,28,81.45985401
62,11/15/2020,B,110191,1,1,group 196,1,1,0.081976024,-0.503319607,1.071379647,-0.613168976,-1.047529208,0.249931748,0.075094515,0.603002406,-1.047529208,863.7999878,11/15/2020 2:00,11/15/2020 2:08,11/15/2020 2:11,11/15/2020 2:25,11/15/2020 2:58,11/15/2020 2:54,11/15/2020 2:54,11/15/2020 3:05,15/11/2020 03:14,42.66666667,-0.005637753,1.000085951,0.819042779,1,2ª,28,82.77372263
63,11/15/2020,B,607041,1,1,group 196,8,2,-0.046336164,0.095203428,1.129692338,-0.100055366,-0.658875986,0.329575164,0.294124629,0.568357528,-0.658875986,689.0999756,11/15/2020 3:40,11/15/2020 3:49,11/15/2020 3:51,11/15/2020 4:02,11/15/2020 4:29,11/15/2020 4:29,11/15/2020 4:26,11/15/2020 4:41,15/11/2020 04:54,35.63333333,-0.010259114,0.854023248,0.731715662,1,2ª,28,84.08759124
64,11/15/2020,B,607061,1,1,group 196,1,4,-0.365663197,-0.078441348,-0.151520925,-0.438023981,-0.213843299,-0.130402348,-0.218491742,0.984256569,-0.213843299,377.2000122,11/15/2020 5:43,11/15/2020 5:42,11/15/2020 5:47,11/15/2020 5:52,11/15/2020 6:35,11/15/2020 6:22,11/15/2020 6:19,11/15/2020 6:34,15/11/2020 06:47,32.46666667,-0.010443976,-0.258212847,0.262564668,1,2ª,28,85.40145985
65,11/15/2020,B,607081,1,1,group 196,15,1,0.371379918,0.076024019,0.823760841,0.481412897,0.494783349,0.033746546,0.232104626,0.876692611,0.494783349,402.6000061,11/15/2020 7:38,11/15/2020 7:37,11/15/2020 7:42,11/15/2020 7:47,11/15/2020 8:20,11/15/2020 8:20,11/15/2020 8:17,11/15/2020 8:26,15/11/2020 08:35,35.28333333,0.471901161,-0.258410444,0.255251304,1,2ª,28,86.71532847
66,11/15/2020,D,607091,1,1,group 196,17,3,-0.599817734,0.292915788,0.68264522,-0.35534881,-0.779478851,0.112019185,0.07490863,0.843763775,-0.779478851,596.7999878,11/15/2020 9:00,11/15/2020 9:09,11/15/2020 9:11,11/15/2020 9:22,11/15/2020 9:49,11/15/2020 9:47,11/15/2020 9:45,11/15/2020 9:57,15/11/2020 10:12,33.43333333,-0.010628839,0.49667403,0.565807979,1,2ª,28,88.02919708
67,11/15/2020,D,607111,1,1,group 196,8,3,-0.753860057,0.240901093,0.235228075,-0.185181567,0.03004593,0.392769988,0.371804341,1.890381237,0.03004593,366.3999939,11/15/2020 10:32,11/15/2020 10:39,11/15/2020 10:42,11/15/2020 10:47,11/15/2020 11:19,11/15/2020 11:18,11/15/2020 11:15,11/15/2020 11:31,15/11/2020 11:52,33.16666667,-1.068476106,-0.258805698,0.165357645,1,2ª,28,89.34306569
68,11/15/2020,D,607121,1,1,group 196,18,2,-0.3658745,0.015990231,1.072546137,0.309309283,0.394064696,1.277051823,1.068476106,0.658020499,0.394064696,724.5,11/15/2020 11:44,11/15/2020 11:46,11/15/2020 11:50,11/15/2020 11:59,,11/15/2020 12:25,11/15/2020 12:24,11/15/2020 14:01,15/11/2020 14:11,33.48333333,-0.893277736,0.505703812,0.742857273,1,2ª,28,90.65693431
69,11/15/2020,D,110281,1,1,group 196,20,4,-0.366085835,0.387389452,1.103957561,-1.049749606,-1.62332381,0.099495291,-0.46407771,1.363549062,-1.62332381,813.5,11/15/2020 14:46,11/15/2020 14:45,11/15/2020 14:53,11/15/2020 15:05,11/15/2020 15:25,11/15/2020 15:29,11/15/2020 15:27,11/15/2020 15:38,15/11/2020 15:50,33.51666667,-0.012847254,1.295418224,0.864465727,1,2ª,28,91.97080292
70,11/15/2020,D,110301,1,1,group 196,17,4,-0.041150652,0.051524169,0.515057793,-0.005822602,-0.758444054,0.090915069,0.07472275,0.444762067,-0.758444054,576.7000122,11/15/2020 16:21,11/15/2020 16:21,11/15/2020 16:25,11/15/2020 16:34,11/15/2020 17:01,11/15/2020 17:00,11/15/2020 16:58,11/15/2020 17:10,15/11/2020 17:29,32.83333333,-0.015435567,0.516022264,0.512891228,1,2ª,28,93.28467153
71,11/15/2020,D,607171,1,1,group 196,15,4,-0.366297203,-0.042076466,-0.075280406,0.12457832,-0.136988533,0.208238715,0.1647878,0.0061923,-0.136988533,394.8999939,11/15/2020 17:15,11/15/2020 17:12,11/15/2020 17:18,11/15/2020 17:24,11/15/2020 17:52,11/15/2020 17:53,11/15/2020 17:50,11/15/2020 18:01,15/11/2020 18:17,32.43333333,-1.009214761,-0.252491231,0.261772693,1,2ª,28,94.59854015
72,11/15/2020,D,110321,1,1,group 197,8,4,-0.361443966,-0.06265103,0.844517648,1.538078492,0.4677522,1.043119137,1.104583289,1.897053039,0.4677522,441.7999878,11/15/2020 18:35,11/15/2020 18:44,11/15/2020 18:52,11/15/2020 18:59,11/15/2020 19:30,11/15/2020 19:26,11/15/2020 19:26,11/15/2020 19:55,15/11/2020 20:01,33.91666667,-0.015620454,-0.247572052,0.213262897,1,2ª,28,95.91240876
73,11/15/2020,B,110331,1,1,group 197,17,3,0.785616861,-0.001386319,0.483278992,-0.760418413,-0.643062483,-0.040965498,0.504749441,0.766710024,-0.643062483,576.0999756,11/15/2020 19:55,11/15/2020 20:00,11/15/2020 20:02,11/15/2020 20:08,,11/15/2020 20:42,11/15/2020 20:39,11/15/2020 23:20,15/11/2020 23:46,36.51666667,-0.015805342,0.32033083,0.430657717,1,2ª,28,97.22627737
74,11/16/2020,B,110371,1,1,group 197,14,1,0.785959599,-0.156631576,1.532224985,-0.382459098,-0.84113274,0.75255615,0.741254344,0.50355777,-0.84113274,733,11/16/2020 1:04,11/16/2020 1:16,11/16/2020 1:22,11/16/2020 1:31,11/16/2020 2:02,11/16/2020 2:01,11/16/2020 1:59,11/16/2020 2:10,16/11/2020 02:32,37.15,-0.015990231,0.968905624,0.924522757,1,2ª,28,98.54014599
75,11/16/2020,B,110391,1,1,group 197,8,4,0.727309544,0.156631576,0.561743925,0.182504814,0.277077398,0.333908444,0.371592113,0.609676763,0.277077398,412.3999939,11/16/2020 2:54,11/16/2020 3:01,11/16/2020 3:05,11/16/2020 3:13,11/16/2020 3:47,11/16/2020 3:41,11/16/2020 3:40,11/16/2020 3:57,16/11/2020 04:18,35.05,-0.487959035,0.137176882,0.205923418,1,2ª,28,99.8540146
76,11/16/2020,B,110411,1,1,group 197,18,3,-0.588504434,-0.752881887,0.561490539,0.017099589,-0.077697458,0.333701814,0.163838295,0.234056247,-0.077697458,352.1000061,11/16/2020 4:53,11/16/2020 4:51,11/16/2020 4:53,11/16/2020 4:59,11/16/2020 5:37,11/16/2020 5:33,11/16/2020 5:30,11/16/2020 5:47,16/11/2020 06:05,36.65,-0.016175121,-0.248161717,-0.100802231,1,2ª,28,101.1678832
77,11/16/2020,B,110431,1,1,group 197,8,3,0.117263253,0.615325483,0.515539908,-0.182695924,-0.138872461,0.08644382,0.292311689,0.819404413,-0.138872461,528.5999756,11/16/2020 6:41,11/16/2020 6:43,11/16/2020 6:47,11/16/2020 6:52,11/16/2020 7:30,11/16/2020 7:26,11/16/2020 7:26,11/16/2020 7:37,16/11/2020 07:46,38.61666667,-0.948061517,0.19322794,0.36968356,1,2ª,28,102.4817518
78,11/16/2020,A,607311,1,1,group 197,18,4,0.155684549,-0.350742471,0.48351249,0.140003289,0.186329558,0.373503377,0.229765011,0.495019491,0.186329558,382.1000061,11/16/2020 8:23,11/16/2020 8:20,11/16/2020 8:22,11/16/2020 8:27,11/16/2020 9:06,11/16/2020 8:58,11/16/2020 8:58,11/16/2020 9:13,16/11/2020 09:45,36.11666667,-0.962797837,-0.24658966,0.121388108,1,2ª,28,103.7956204
79,11/16/2020,A,607331,1,1,group 197,8,3,-0.041891297,-0.13322358,0.714565414,-0.030230941,0.394712545,0.55643784,0.730769105,0.696022973,0.394712545,422.2000122,11/16/2020 10:11,11/16/2020 10:10,11/16/2020 10:16,11/16/2020 10:21,11/16/2020 11:03,11/16/2020 10:47,11/16/2020 10:47,11/16/2020 11:12,16/11/2020 11:47,31.4,-0.016360013,-0.246393239,0.226844023,1,2ª,28,105.1094891
80,11/16/2020,A,607341,1,1,group 197,1,2,0.239334589,0.073421734,1.074887915,0.348444884,-0.756148084,0.611018158,0.163078904,1.16126777,-0.756148084,791.4000244,11/16/2020 11:24,11/16/2020 11:29,11/16/2020 11:32,11/16/2020 11:38,11/16/2020 12:10,11/16/2020 12:12,11/16/2020 12:12,11/16/2020 12:23,16/11/2020 12:44,39.73333333,-0.016544905,0.890819956,0.755493555,1,2ª,28,106.4233577
81,11/16/2020,A,607371,1,1,group 197,9,3,-0.042631989,0.518437653,1.075475205,0.367777696,0.100802231,0.992109113,1.12377141,0.505226512,0.100802231,379.3999939,11/16/2020 15:04,11/16/2020 15:03,11/16/2020 15:16,11/16/2020 15:26,11/16/2020 16:15,11/16/2020 16:23,11/16/2020 16:23,11/16/2020 16:59,16/11/2020 17:05,66.55,-0.584853445,1.227414198,1.149330588,1,2ª,28,107.7372263
82,11/16/2020,A,607391,1,1,group 197,13,1,-0.043002352,-0.534780132,1.70917732,0.725429828,-0.453809577,0.247768588,0.620470279,0.580440951,-0.453809577,419.5,11/16/2020 17:17,11/16/2020 17:40,11/16/2020 17:44,11/16/2020 17:51,11/16/2020 18:27,11/16/2020 18:36,11/16/2020 18:36,11/16/2020 18:45,16/11/2020 18:52,51.45,-0.549411401,1.034957922,0.968433225,1,2ª,28,109.0510949
83,11/16/2020,D,607431,1,1,group 196,8,4,-0.356607697,-0.437576193,0.677654573,0.691834472,0.70782186,1.062150965,0.69034445,0.369259803,0.70782186,408.1000061,11/16/2020 21:36,11/16/2020 21:33,11/16/2020 21:38,11/16/2020 21:43,11/16/2020 22:16,11/16/2020 22:16,11/16/2020 22:14,11/16/2020 22:49,16/11/2020 22:55,36.51666667,-1.600952328,-0.249144875,0.215391744,1,2ª,28,110.3649635
84,11/16/2020,D,110571,1,1,group 196,1,1,-0.043187538,-0.37329088,1.10270869,-0.123452077,0.102483089,0.666042914,0.619927177,0.329781229,0.102483089,546.7000122,11/16/2020 23:32,11/16/2020 23:28,11/16/2020 23:34,11/16/2020 23:43,11/17/2020 0:08,11/17/2020 0:09,11/17/2020 0:07,11/17/2020 0:22,17/11/2020 00:39,32.46666667,-0.016729799,0.691238095,0.483278992,1,2ª,28,111.6788321
85,11/17/2020,D,607471,1,1,group 196,8,4,-0.024496518,0.280073774,0.063393342,0.931080271,0.757459089,0.03467184,-0.12251378,0.249931748,0.757459089,343.5,11/17/2020 1:10,11/17/2020 1:12,11/17/2020 1:17,11/17/2020 1:21,11/17/2020 1:53,11/17/2020 1:53,11/17/2020 1:52,11/17/2020 2:03,17/11/2020 02:16,35.5,1.151413394,-0.249341564,0.203417668,1,2ª,28,112.9927007
86,11/17/2020,D,607481,1,1,group 196,1,4,0.675901209,-0.628661224,0.743499515,0.352206501,0.54392847,1.076063238,1.018514948,0.608337558,0.54392847,445.8999939,11/17/2020 2:46,11/17/2020 2:44,11/17/2020 2:50,11/17/2020 2:59,11/17/2020 3:26,11/17/2020 3:27,11/17/2020 3:24,11/17/2020 3:34,17/11/2020 04:02,34.15,-0.016914693,0.136235235,0.287888105,1,2ª,28,114.3065693
87,11/17/2020,D,110601,1,1,group 196,8,4,0.156252731,0.008040818,0.199182962,-0.139626307,-0.00637715,0.259596449,-0.020058091,1.003616181,-0.00637715,326.2000122,11/17/2020 4:17,11/17/2020 4:15,,,11/17/2020 4:57,,,,,27.88333333,-0.017099589,-0.250128515,0.08495418,1,2ª,28,115.620438
88,11/17/2020,D,110621,1,1,group 196,14,1,-0.023756718,-0.03245123,0.864075602,-0.78424775,-1.087380111,0.034301715,-0.115951643,0.230349678,-1.087380111,728.2000122,11/17/2020 6:16,11/17/2020 6:15,11/17/2020 6:18,11/17/2020 6:30,11/17/2020 7:05,11/17/2020 6:56,11/17/2020 6:54,11/17/2020 7:07,17/11/2020 07:17,36.18333333,-0.017284486,0.836649291,0.794588835,1,2ª,28,116.9343066
89,11/17/2020,A,607531,1,1,group 197,18,3,-0.020612848,-1.176486255,0.987677074,-0.792853536,-0.883107098,0.971274132,0.933725831,1.266800364,-0.883107098,380,11/17/2020 9:23,11/17/2020 9:28,11/17/2020 9:37,11/17/2020 9:43,11/17/2020 10:53,11/17/2020 10:55,11/17/2020 10:52,11/17/2020 11:04,17/11/2020 11:25,75.16666667,-0.804749383,1.667634051,1.376839373,1,2ª,28,118.2481752
90,11/17/2020,A,110661,1,1,group 197,17,2,-0.206502035,1.244443771,1.473877227,-0.682939847,-1.550111968,-0.042261637,0.369471665,1.099601473,-1.550111968,234.3999939,11/17/2020 11:43,11/17/2020 12:03,11/17/2020 12:07,11/17/2020 12:13,11/17/2020 13:00,11/17/2020 13:02,11/17/2020 13:01,11/17/2020 13:10,17/11/2020 13:18,53.68333333,-0.895746356,1.383044757,1.169171793,1,2ª,28,119.5620438
91,11/17/2020,A,607571,1,1,group 205,14,3,-0.233470574,-0.471439365,-0.843387197,-0.463848471,-0.219073457,-0.187286592,-0.213262897,0.184799012,-0.219073457,326.2000122,11/17/2020 14:56,11/17/2020 14:57,11/17/2020 15:00,11/17/2020 15:03,11/17/2020 15:24,11/17/2020 15:25,11/17/2020 15:25,11/17/2020 15:37,17/11/2020 16:10,24.75,-0.934168031,0.170300848,0.089610587,0,2ª,28,120.8759124
92,11/17/2020,A,607591,1,1,group 136,13,3,-0.207466703,-1.252348449,-1.022705504,0.066363298,0.470747047,-0.420246216,-0.527671946,-0.61613565,0.470747047,326.2000122,11/17/2020 17:42,11/17/2020 17:39,11/17/2020 17:45,11/17/2020 17:53,11/17/2020 18:20,11/17/2020 18:45,11/17/2020 18:37,11/17/2020 18:58,17/11/2020 19:25,52.36666667,-2.061909407,0.964669495,-0.153034355,0,2ª,28,122.189781
93,11/17/2020,D,607611,1,1,group 136,20,3,-0.021167617,-0.161181247,-1.816058099,-0.430212783,0.148874087,-1.105209884,-1.147257707,-0.402078221,0.148874087,326.2000122,11/17/2020 20:13,11/17/2020 20:11,11/17/2020 20:16,11/17/2020 20:20,11/17/2020 20:51,11/17/2020 20:50,11/17/2020 20:44,11/17/2020 20:56,17/11/2020 21:05,27.18333333,-0.017469384,-0.251309522,-1.54807505,0,2ª,28,123.5036496
94,11/17/2020,D,607621,1,1,group 200,17,3,-0.913766961,0.621829638,-0.073050062,-0.782540485,-1.11857372,0.083278785,-0.197068294,-0.475139393,-1.11857372,326.2000122,11/17/2020 21:27,11/17/2020 21:35,11/17/2020 21:42,11/17/2020 21:44,11/17/2020 22:18,11/17/2020 22:23,11/17/2020 22:21,11/17/2020 22:33,17/11/2020 22:47,38.98333333,-0.017654284,1.10084181,0.672116437,0,2ª,28,124.8175182
95,11/17/2020,D,110741,1,1,group 70,1,4,0.34240512,-0.076024019,-0.346567773,-1.573414754,-1.605786359,-0.815438164,-1.293443465,-0.24658966,-1.605786359,326.2000122,11/17/2020 22:30,11/17/2020 22:36,11/17/2020 22:41,11/17/2020 22:44,11/17/2020 23:34,11/17/2020 23:37,11/17/2020 23:29,11/17/2020 23:45,18/11/2020 00:03,48.35,-0.017839185,1.061010029,0.106968236,0,2ª,28,126.1313869
96,11/18/2020,D,607651,1,1,group 70,8,3,-0.030971003,-0.877490477,-0.63666013,-0.300991117,-0.114078604,-1.086777517,-1.107724983,-0.553922122,-0.114078604,326.2000122,11/18/2020 0:53,11/18/2020 0:50,11/18/2020 0:54,11/18/2020 0:56,11/18/2020 1:28,11/18/2020 1:29,11/18/2020 1:21,11/18/2020 1:38,18/11/2020 02:00,27.01666667,0.49242496,-0.084395662,-1.039838019,0,2ª,28,127.4452555
97,11/18/2020,D,607671,1,1,group 70,18,3,-0.912065549,-0.559971728,-0.792507049,-0.87311595,-0.884317931,-1.167723819,-1.241843112,-0.42466538,-0.884317931,326.2000122,11/18/2020 3:06,11/18/2020 3:05,11/18/2020 3:09,11/18/2020 3:12,11/18/2020 3:43,11/18/2020 3:42,11/18/2020 3:35,11/18/2020 3:56,18/11/2020 04:08,26.08333333,-0.756148084,-0.107155209,-1.745695803,0,2ª,28,128.7591241
98,11/18/2020,D,607691,1,1,group 70,14,3,-0.911216819,0.372441228,-0.733929411,-0.774408351,-0.551162905,-1.115355607,-1.145881245,-0.378826851,-0.551162905,326.2000122,11/18/2020 5:12,11/18/2020 5:09,11/18/2020 5:16,11/18/2020 5:19,11/18/2020 5:47,11/18/2020 5:49,11/18/2020 5:41,11/18/2020 6:04,18/11/2020 06:15,25.48333333,-0.762398718,-0.10678127,0.085698952,0,2ª,28,130.0729927
99,11/18/2020,A,607831,1,1,group 70,20,3,-0.031156024,0.142643288,-0.542935087,-0.297958323,-0.214036799,-1.076063238,-0.822668805,-0.215004536,-0.214036799,326.2000122,11/18/2020 22:43,11/18/2020 22:36,11/18/2020 22:47,,11/18/2020 23:23,11/18/2020 23:20,11/18/2020 23:10,11/18/2020 23:27,18/11/2020 23:55,23.51666667,-0.756803261,-0.105846552,0.08588516,0,2ª,28,131.3868613
100,11/19/2020,A,607851,1,1,group 70,12,2,-0.209590335,-0.340120718,0.143586625,-0.652341681,-1.154206102,-1.106465684,-1.032804726,-0.800174221,-1.154206102,326.2000122,11/19/2020 2:28,11/19/2020 2:30,11/19/2020 2:34,,11/19/2020 3:25,11/19/2020 3:24,11/19/2020 3:15,11/19/2020 3:31,19/11/2020 03:44,41.36666667,-0.018024086,0.727309544,-0.144718967,0,2ª,28,132.7007299
101,11/19/2020,A,111011,1,1,group 70,13,1,-0.031341047,-0.596117591,-0.076395857,-1.903898128,-1.331736173,-1.238401486,-1.145194639,-0.262366644,-1.331736173,326.2000122,11/19/2020 5:10,11/19/2020 5:09,11/19/2020 5:13,,11/19/2020 5:57,11/19/2020 5:57,11/19/2020 5:50,11/19/2020 6:05,19/11/2020 06:12,37.08333333,-0.018208989,1.075475205,-0.102483089,0,2ª,28,134.0145985
102,11/19/2020,A,111021,1,1,group 70,1,3,-0.031526072,-0.531096783,-0.481645976,-0.464536334,-0.76272935,-1.180936081,-0.732663533,0.064692557,-0.76272935,326.2000122,11/19/2020 6:14,11/19/2020 6:13,11/19/2020 6:17,11/19/2020 6:25,11/19/2020 6:58,11/19/2020 6:50,11/19/2020 6:42,11/19/2020 6:57,19/11/2020 07:19,25.51666667,-0.018393894,0.185181567,0.086257594,0,2ª,28,135.3284672
103,11/19/2020,A,607901,1,1,group 70,18,4,-0.213649816,-0.571426775,-1.099601473,-0.322380344,-0.080859593,-1.402328955,-0.905731794,0.169159378,-0.080859593,326.2000122,11/19/2020 7:37,11/19/2020 7:34,11/19/2020 7:40,11/19/2020 7:57,11/19/2020 8:14,11/19/2020 8:19,11/19/2020 8:11,11/19/2020 8:27,19/11/2020 08:33,31.25,1.289523943,0.502129648,0.087561301,0,2ª,28,136.6423358
104,11/19/2020,C,111051,1,1,group 70,13,3,0.331843423,-0.43645749,-0.747689128,-1.341667797,-1.269569825,-0.923654411,-1.08377632,0.037448085,-1.269569825,326.2000122,11/19/2020 9:52,11/19/2020 9:52,11/19/2020 9:57,11/19/2020 10:15,11/19/2020 11:10,11/19/2020 11:02,11/19/2020 10:55,11/19/2020 11:22,19/11/2020 11:27,57.28333333,-0.018578799,1.495659579,0.12570488,0,2ª,28,137.9562044
105,11/19/2020,C,607941,1,1,group 70,17,1,-0.921921885,0.907413682,-0.227038634,-0.977483811,-0.71425748,-1.110254175,-1.158429229,-0.095203428,-0.71425748,326.2000122,11/19/2020 12:55,11/19/2020 12:51,11/19/2020 12:56,11/19/2020 12:58,11/19/2020 13:30,11/19/2020 13:34,11/19/2020 13:27,11/19/2020 13:41,19/11/2020 13:47,30.83333333,-0.018763706,0.178112943,-0.802985727,0,2ª,28,139.270073
106,11/19/2020,C,607951,1,1,group 70,13,4,-1.661727603,-0.297958323,-0.965138468,-0.903218529,-0.816517321,-1.11922013,-1.030661066,-0.178112943,-0.816517321,326.2000122,11/19/2020 14:01,11/19/2020 14:01,11/19/2020 14:06,11/19/2020 14:08,11/19/2020 14:40,11/19/2020 14:42,11/19/2020 14:26,11/19/2020 14:50,19/11/2020 15:08,19.65,-0.015250681,-0.108277207,0.091287835,0,2ª,28,140.5839416
107,11/19/2020,C,607961,1,1,group 112,14,3,0.332049798,-0.303624023,-0.543680024,-1.182429801,-1.330648739,0.191309905,1.821106023,0.729509062,-1.330648739,21.98999977,,11/19/2020 15:19,11/19/2020 15:22,11/19/2020 15:36,11/19/2020 17:48,11/19/2020 16:08,11/19/2020 16:07,11/19/2020 18:10,19/11/2020 18:46,45.36666667,-0.015065796,2.156130474,1.263137714,0,2ª,28,141.8978102
108,11/19/2020,C,607971,1,1,group 114,18,3,0.460415709,0.286482969,0.558960622,-0.382673074,-0.230739544,0.926699745,0.958147963,1.088587674,-0.230739544,326.2000122,11/19/2020 16:45,11/19/2020 16:50,11/19/2020 16:53,,11/19/2020 17:50,11/19/2020 17:37,11/19/2020 17:37,11/19/2020 18:19,19/11/2020 18:25,43.3,-0.014880912,0.899469887,1.167001664,0,2ª,28,143.2116788
109,11/19/2020,C,111111,1,1,group 112,13,3,-0.031711099,-0.412113657,-0.445889001,-0.574763989,0.100988964,0.083837198,0.61830006,1.811101064,0.100988964,326.2000122,11/19/2020 18:04,11/19/2020 18:05,11/19/2020 18:08,,11/19/2020 19:01,11/19/2020 18:35,11/19/2020 18:32,11/19/2020 19:00,19/11/2020 19:38,24.15,-0.014696029,0.145285277,0.58641624,0,2ª,28,144.5255474
110,11/19/2020,C,111121,1,1,group 114,12,2,0.333082095,-0.922354497,0.036522608,-0.088865306,0.619927177,0.323816617,0.503319607,0.505942548,0.619927177,326.2000122,11/19/2020 19:33,11/19/2020 19:31,11/19/2020 19:35,,11/19/2020 20:03,11/19/2020 19:59,11/19/2020 19:57,11/19/2020 20:13,19/11/2020 20:28,22.41666667,-1.02693229,-0.108838307,0.296948611,0,2ª,28,145.8394161
111,11/19/2020,A,111131,1,1,group 114,6,2,-0.211329259,-1.816058099,1.012295387,-0.299575128,-0.883914032,0.374353704,0.503081501,0.542190753,-0.883914032,447.8999939,11/19/2020 20:52,11/19/2020 20:58,11/19/2020 21:03,,11/19/2020 21:55,11/19/2020 21:58,11/19/2020 21:58,11/19/2020 22:08,19/11/2020 22:24,55.06666667,-0.645021512,1.146568933,1.237545647,0,2ª,28,147.1532847
