groups,target,when,super_hero_group,tracking,place,tracking_times,crystal_type,unnamed_7,human_behavior_report,human_measure,crystal_weight,expected_factor_x,previous_factor_x,first_factor_x,expected_final_factor_x,final_factor_x,previous_adamantium,etherium_before_start,expected_start,start_process,start_subprocess1,start_critical_subprocess1,predicted_process_end,process_end,subprocess1_end,reported_on_tower,opened,chemical_x,raw_kryptonite,argon,pure_seastone,crystal_supergroup,cycle,NA_crystal_weight,NA_first_factor_x,NA_final_factor_x,NA_previous_adamantium,NA_etherium_before_start,NA_expected_start,NA_start_subprocess1,NA_start_critical_subprocess1,NA_predicted_process_end,NA_process_end,NA_subprocess1_end,NA_reported_on_tower,NA_opened,NA_chemical_x,NA_raw_kryptonite,NA_argon,NA_pure_seastone,NA_groups
47,77.36842105,2019-08-26,B,532831.0,2,1,group 35,15,3,630.0,358.6639,1650.0,1644.199951,1616.5,1581.0,1596.300049,0.0323,268.5,2019-08-26 03:44:00,2019-08-26 03:43:00,2019-08-26 03:47:00,2019-08-26 03:49:00,2019-08-26 04:28:00,2019-08-26 04:08:00,2019-08-26 04:01:00,2019-08-26 04:29:00,2019-08-26 04:55:00,13.56666667,2051.0,0.0,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,78.59649123,2019-08-26,B,33101.0,2,1,group 112,7,4,560.0,352.187,1633.0,1626.599976,1607.699951,1580.0,1582.599976,0.0152,268.5,2019-08-26 05:03:00,2019-08-26 05:02:00,2019-08-26 05:06:00,2020-01-08 05:54:00,2019-08-26 05:29:00,2019-08-26 05:29:00,2019-08-26 05:28:00,2019-08-26 05:52:00,2019-08-26 06:17:00,21.58333333,2000.0,0.0,239.37,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
47,79.8245614,2019-08-26,B,532851.0,2,1,group 103,1,3,690.0,339.9726,1639.0,1610.699951,1596.800049,1574.0,1582.0,0.053,268.5,2019-08-26 06:46:00,2019-08-26 06:44:00,2019-08-26 06:49:00,2020-01-08 05:54:00,2019-08-26 07:22:00,2019-08-26 07:09:00,2019-08-26 07:02:00,2019-08-26 07:24:00,2019-08-26 07:59:00,13.75,1815.0,41.97766495,355.17,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
47,81.05263158,2019-08-26,A,33151.0,2,1,group 103,1,3,550.0,354.1261,1627.0,1596.099976,1581.300049,1572.0,1574.900024,0.0449,268.5,2019-08-26 11:27:00,2019-08-26 11:24:00,2019-08-26 11:28:00,2019-08-26 11:39:00,2019-08-26 12:03:00,2019-08-26 12:07:00,2019-08-26 12:00:00,2019-08-26 12:14:00,2019-08-26 12:19:00,32.05,1815.0,201.1772766,197.96,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,82.28070175,2019-08-26,A,532911.0,2,1,group 67,12,3,570.0,347.4228,1648.0,1624.199951,1597.199951,1588.0,1588.199951,0.253,444.0,2019-08-26 14:25:00,2019-08-26 14:31:00,2019-08-26 14:34:00,2019-08-26 14:40:00,2019-08-26 15:11:00,2019-08-26 15:07:00,2019-08-26 15:05:00,2019-08-26 15:21:00,2019-08-26 15:50:00,30.86666667,1815.0,0.0,446.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,83.50877193,2019-08-26,A,532931.0,2,1,group 67,2,1,560.0,339.8029,1668.0,1645.5,1621.0,1593.0,1596.599976,0.269,362.6000061,2019-08-26 16:26:00,2019-08-26 16:24:00,2019-08-26 16:25:00,2019-08-26 16:31:00,2019-08-26 17:04:00,2019-08-26 16:59:00,2019-08-26 16:57:00,2019-08-26 17:17:00,2019-08-26 17:50:00,32.21666667,1064.0,0.0,388.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,84.73684211,2019-08-26,A,532951.0,2,1,group 65,15,4,740.0,356.8667,1633.0,1640.800049,1608.199951,1582.0,1574.0,0.05,413.7999878,2019-08-26 18:52:00,2019-08-26 18:56:00,2019-08-26 19:01:00,2019-08-26 19:07:00,2019-08-26 19:38:00,2019-08-26 19:40:00,2019-08-26 19:38:00,2019-08-26 19:46:00,2019-08-26 20:02:00,36.55,1891.0,0.0,480.76,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,85.96491228,2019-08-26,D,532971.0,2,1,group 97,15,4,720.0,350.6758,1641.0,1606.599976,1583.099976,1566.0,1574.199951,0.0228,268.5,2019-08-26 22:42:00,2019-08-26 22:42:00,2019-08-26 22:49:00,2020-01-08 05:54:00,2019-08-26 23:34:00,2019-08-26 23:21:00,2019-08-26 23:14:00,2019-08-26 23:29:00,2019-08-27 00:11:00,25.2,1815.0,101.3727036,156.55,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
47,87.19298246,2019-08-27,D,533021.0,2,1,group 35,14,4,580.0,337.2033,1652.0,1645.800049,1616.699951,1589.0,1596.0,0.0297,268.5,2019-08-27 04:08:00,2019-08-27 04:06:00,2019-08-27 04:15:00,2019-08-27 04:16:00,2019-08-27 04:46:00,2019-08-27 04:40:00,2019-08-27 04:30:00,2019-08-27 04:52:00,2019-08-27 05:16:00,15.13333333,1054.0,0.0,54.54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,88.42105263,2019-08-27,D,533041.0,2,1,group 35,16,4,640.0,344.0273,1640.0,1636.0,1604.800049,1578.0,1592.800049,0.0336,268.5,2019-08-27 06:49:00,2019-08-27 06:50:00,2019-08-27 06:57:00,2019-08-27 06:58:00,2019-08-27 07:44:00,2019-08-27 07:19:00,2019-08-27 07:10:00,2019-08-27 07:38:00,2019-08-27 08:15:00,13.21666667,2406.0,0.0,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,89.64912281,2019-08-27,A,533061.0,2,1,group 35,2,3,550.0,335.912,1646.0,1624.5,1596.099976,1582.0,1592.099976,0.0258,268.5,2019-08-27 09:14:00,2019-08-27 09:13:00,2019-08-27 09:19:00,2019-08-27 09:20:00,2019-08-27 09:51:00,2019-08-27 09:53:00,2019-08-27 09:46:00,2019-08-27 09:59:00,2019-08-27 10:16:00,26.8,554.0,201.4367523,258.56,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,90.87719298,2019-08-27,A,33331.0,2,1,group 35,1,4,660.0,341.137,1651.0,1634.800049,1610.0,1589.0,1595.0,0.0289,268.5,2019-08-27 11:33:00,2019-08-27 11:34:00,2019-08-27 11:37:00,2019-08-27 11:38:00,2019-08-27 12:12:00,2019-08-27 12:10:00,2019-08-27 12:00:00,2019-08-27 12:27:00,2019-08-27 12:52:00,23.46666667,1815.0,151.6528168,182.81,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,92.10526316,2019-08-27,A,33361.0,2,1,group 35,12,4,550.0,343.9497,1629.0,1647.400024,1631.099976,1575.0,1585.0,0.0023,268.5,2019-08-27 15:03:00,2019-08-27 15:04:00,2019-08-27 15:07:00,2019-08-27 15:08:00,2019-08-27 15:44:00,2019-08-27 15:45:00,2019-08-27 15:37:00,2019-08-27 15:57:00,2019-08-27 16:07:00,30.46666667,5830.0,0.0,209.07,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,93.33333333,2019-08-27,A,33411.0,2,1,group 35,14,4,480.0,349.4094,1638.0,1661.300049,1643.300049,1577.0,1591.900024,0.053,268.5,2019-08-27 19:52:00,2019-08-27 19:49:00,2019-08-27 19:55:00,2019-08-27 19:56:00,2019-08-27 20:55:00,2019-08-27 20:28:00,2019-08-27 20:20:00,2019-08-27 20:37:00,2019-08-27 21:04:00,25.5,7978.0,41.59166336,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,94.56140351,2019-08-27,D,533181.0,2,1,group 35,12,3,730.0,331.7366,1643.0,1628.0,1599.599976,1576.0,1591.400024,0.0357,268.5,2019-08-27 22:49:00,2019-08-27 22:44:00,2019-08-27 22:50:00,2019-08-27 22:52:00,2019-08-27 23:27:00,2019-08-27 23:08:00,2019-08-27 23:01:00,2019-08-27 23:18:00,2019-08-27 23:33:00,10.8,864.0,0.0,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,95.78947368,2019-08-28,D,533191.0,2,1,group 35,14,3,470.0,349.8327,1649.0,1644.199951,1605.800049,1582.0,1594.0,0.0347,268.5,2019-08-28 00:29:00,2019-08-28 00:27:00,2019-08-28 00:31:00,2019-08-28 00:33:00,2019-08-28 01:05:00,2019-08-28 00:50:00,2019-08-28 00:43:00,2019-08-28 01:01:00,2019-08-28 01:37:00,11.8,3551.0,0.0,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,97.01754386,2019-08-28,D,533211.0,2,1,group 35,2,1,440.0,349.1909,1667.0,1630.199951,1603.900024,1590.0,1597.599976,0.0469,268.5,2019-08-28 02:36:00,2019-08-28 02:34:00,2019-08-28 02:38:00,2019-08-28 02:41:00,2019-08-28 03:29:00,2019-08-28 03:09:00,2019-08-28 03:01:00,2019-08-28 03:17:00,2019-08-28 03:41:00,23.25,1815.0,257.4056892,200.99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,98.24561404,2019-08-28,D,533241.0,2,1,group 35,15,4,740.0,346.9342,1645.0,1642.0,1616.400024,1589.0,1597.0,0.025,268.5,2019-08-28 05:59:00,2019-08-28 05:59:00,2019-08-28 06:04:00,2019-08-28 06:06:00,2019-08-28 06:37:00,2019-08-28 06:28:00,2019-08-28 06:19:00,2019-08-28 06:51:00,2019-08-28 07:01:00,15.45,1718.0,0.0,72.72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,99.47368421,2019-08-28,C,33501.0,2,1,group 35,2,2,600.0,332.6139,1643.0,1607.0,1588.599976,1579.0,1579.0,0.031,268.5,2019-08-28 08:02:00,2019-08-28 08:04:00,2019-08-28 08:09:00,2019-08-28 08:10:00,2019-08-28 08:42:00,2019-08-28 08:42:00,2019-08-28 08:35:00,2019-08-28 08:47:00,2019-08-28 08:52:00,25.91666667,1815.0,201.6234589,208.06,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,100.7017544,2019-08-28,C,33511.0,2,1,group 35,15,3,870.0,332.7122,1643.0,1635.900024,1617.599976,1576.0,1590.400024,0.0298,268.5,2019-08-28 10:04:00,2019-08-28 10:02:00,2019-08-28 10:08:00,2019-08-28 10:11:00,2019-08-28 10:40:00,2019-08-28 10:34:00,2019-08-28 10:26:00,2019-08-28 10:50:00,2019-08-28 11:14:00,17.6,2048.0,0.0,42.42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,101.9298246,2019-08-28,C,33531.0,2,1,group 35,14,3,560.0,342.8921,1633.0,1654.099976,1638.199951,1574.0,1589.800049,0.0047,268.5,2019-08-28 12:48:00,2019-08-28 12:44:00,2019-08-28 12:51:00,2019-08-28 12:52:00,2019-08-28 13:18:00,2019-08-28 13:15:00,2019-08-28 13:07:00,2019-08-28 13:20:00,2019-08-28 13:32:00,16.85,6027.0,0.0,142.41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,103.1578947,2019-08-28,C,33561.0,2,1,group 128,15,3,730.0,339.6819,1638.0,1619.900024,1597.099976,1578.0,1574.0,0.0036,268.5,2019-08-28 17:20:00,2019-08-28 17:17:00,2019-08-28 17:21:00,2019-08-28 17:25:00,2019-08-28 17:55:00,2019-08-28 18:11:00,2019-08-28 18:03:00,2019-08-28 18:18:00,2019-08-28 18:28:00,41.28333333,1815.0,271.4945984,385.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,104.3859649,2019-08-28,C,533361.0,2,1,group 128,1,2,660.0,345.7332,1647.0,1607.599976,1590.599976,1577.0,1571.300049,0.0158,268.5,2019-08-28 18:55:00,2019-08-28 18:57:00,2019-08-28 19:03:00,2019-08-28 19:05:00,2019-08-28 19:57:00,2019-08-28 19:59:00,2019-08-28 19:49:00,2019-08-28 20:10:00,2019-08-28 20:22:00,45.93333333,1815.0,417.0863342,434.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,105.6140351,2019-08-28,A,33611.0,2,1,group 128,1,3,710.0,343.574,1613.0,1581.300049,1560.300049,1565.0,1558.0,0.0343,268.5,2019-08-28 23:02:00,2019-08-28 23:00:00,2019-08-28 23:05:00,2019-08-28 23:07:00,2019-08-28 23:33:00,2019-08-28 23:46:00,2019-08-28 23:39:00,2019-08-28 23:52:00,2019-08-28 23:56:00,33.71666667,1815.0,251.2472839,245.43,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,106.8421053,2019-08-29,A,33631.0,2,1,group 160,12,4,620.0,352.6393,1633.0,1628.699951,1603.699951,1595.0,1598.099976,0.203,46.70000076,2019-08-29 01:14:00,2019-08-29 01:11:00,2019-08-29 01:15:00,2020-01-08 05:54:00,2019-08-29 01:55:00,2019-08-29 01:56:00,2019-08-29 01:53:00,2019-08-29 02:40:00,2019-08-29 02:48:00,37.55,1815.0,101.6551285,104.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47,108.0701754,2019-08-29,A,33651.0,2,1,group 160,6,2,760.0,318.6437,1637.0,1657.599976,1604.400024,1577.0,1579.699951,0.26,44.1099968,2019-08-29 03:34:00,2019-08-29 03:36:00,2019-08-29 03:41:00,2019-08-29 03:58:00,2019-08-29 04:03:00,2019-08-29 04:15:00,2019-08-29 04:14:00,2019-08-29 04:28:00,2019-08-29 04:37:00,33.6,2579.0,0.0,83.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,109.2982456,2019-08-29,A,33671.0,2,1,group 160,12,4,660.0,345.4651,1615.0,1627.300049,1597.099976,1575.0,1576.400024,0.271,390.2000122,2019-08-29 05:14:00,2019-08-29 05:20:00,2019-08-29 05:24:00,2019-08-29 05:31:00,2019-08-29 05:55:00,2019-08-29 05:56:00,2019-08-29 05:55:00,2019-08-29 06:07:00,2019-08-29 06:19:00,30.98333333,1854.0,0.0,93.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,110.5263158,2019-08-29,A,33701.0,2,1,group 117,16,4,690.0,338.3378,1572.0,1618.099976,1602.300049,1559.0,1565.900024,0.0444,268.5,2019-08-29 07:50:00,2019-08-29 07:49:00,2019-08-29 07:51:00,2020-01-08 05:54:00,2019-08-29 08:17:00,2019-08-29 08:20:00,2019-08-29 08:20:00,2019-08-29 08:33:00,2019-08-29 08:44:00,28.23333333,3181.0,0.0,62.62,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
47,111.754386,2019-08-29,C,533491.0,2,1,group 24,6,3,450.0,335.3053,1616.0,1621.699951,1590.199951,1582.0,1578.0,0.0349,268.5,2019-08-29 11:27:00,2019-08-29 11:20:00,2019-08-29 11:24:00,2020-01-08 05:54:00,2019-08-29 11:46:00,2019-08-29 11:49:00,2019-08-29 11:45:00,2019-08-29 12:02:00,2019-08-29 12:23:00,20.6,1815.0,0.0,164.63,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
47,112.9824561,2019-08-29,C,533511.0,2,1,group 24,14,4,550.0,344.8125,1611.0,1619.900024,1595.599976,1581.0,1584.0,0.056,268.5,2019-08-29 13:13:00,2019-08-29 13:11:00,2019-08-29 13:13:00,2019-08-29 13:17:00,2019-08-29 13:39:00,2019-08-29 13:31:00,2019-08-29 13:27:00,2019-08-29 13:43:00,2019-08-29 14:19:00,13.98333333,1815.0,0.0,39.39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,114.2105263,2019-08-29,C,33751.0,2,1,group 112,20,4,400.0,352.3904,1624.0,1609.699951,1599.900024,1596.0,1598.400024,0.06,56.78000259,2019-08-29 13:45:00,2019-08-29 13:50:00,2019-08-29 13:51:00,2020-01-08 05:54:00,2019-08-29 14:30:00,2019-08-29 14:32:00,2019-08-29 14:29:00,2019-08-29 14:57:00,2019-08-29 15:03:00,37.98333333,1815.0,503.6607666,441.37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47,115.4385965,2019-08-29,C,533531.0,2,1,group 24,12,4,640.0,340.5254,1608.0,1616.300049,1593.900024,1578.0,1581.5,0.057,268.5,2019-08-29 15:39:00,2019-08-29 15:37:00,2019-08-29 15:47:00,2020-01-08 05:54:00,2019-08-29 16:05:00,2019-08-29 16:10:00,2019-08-29 16:07:00,2019-08-29 16:17:00,2019-08-29 16:32:00,19.43333333,1815.0,0.0,53.53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
47,116.6666667,2019-08-29,C,33781.0,2,1,group 106,20,3,550.0,335.2574,1664.0,1657.599976,1615.800049,1608.0,1605.5,0.298,633.0,2019-08-29 17:31:00,2019-08-29 17:41:00,2019-08-29 17:44:00,2019-08-29 17:50:00,2019-08-29 18:45:00,2019-08-29 18:37:00,2019-08-29 18:34:00,2019-08-29 18:56:00,2019-08-29 19:14:00,50.23333333,1815.0,101.4746399,611.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,117.8947368,2019-08-29,A,533571.0,2,1,group 106,16,2,680.0,344.1339,1659.0,1629.0,1589.599976,1589.0,1593.800049,0.277,846.4000244,2019-08-29 20:06:00,2019-08-29 20:06:00,2019-08-29 20:11:00,2019-08-29 20:16:00,2019-08-29 21:13:00,2019-08-29 20:50:00,2019-08-29 20:48:00,2019-08-29 21:06:00,2019-08-29 21:23:00,37.16666667,1815.0,279.6436768,682.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,119.122807,2019-08-29,A,533581.0,2,1,group 106,14,3,490.0,350.8433,1642.0,1653.946179,1611.300049,1581.0,1588.0,0.05,330.7000122,2019-08-29 21:33:00,2019-08-29 21:30:00,2019-08-29 21:33:00,2019-08-29 21:41:00,2019-08-29 22:10:00,2019-08-29 22:10:00,2019-08-29 22:08:00,2019-08-29 22:17:00,2019-08-29 22:26:00,34.8,2839.0,83.31336975,375.72,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,120.3508772,2019-08-30,A,533641.0,2,1,group 112,1,4,740.0,342.29525,1626.0,1624.900024,1609.099976,1597.0,1596.300049,0.0492,268.5,2019-08-30 04:47:00,2019-08-30 04:46:00,2019-08-30 04:50:00,2019-08-30 05:11:00,2020-01-08 00:41:00,2019-08-30 05:28:00,2019-08-30 05:28:00,2019-08-30 05:50:00,2019-08-30 06:15:00,38.46666667,1815.0,201.9128418,323.2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
47,121.5789474,2019-08-30,A,533641.0,2,2,group 112,1,4,740.0,337.4911,1626.0,1596.300049,1594.599976,1594.0,1594.599976,0.0492,268.5,2019-08-30 05:34:00,2019-08-30 05:34:00,2019-08-30 05:29:00,2019-08-30 05:29:00,2019-08-30 06:05:00,2019-08-30 05:34:00,2019-08-30 05:32:00,2019-08-30 05:50:00,2019-08-30 06:15:00,2.95,1815.0,0.0,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
47,122.8070175,2019-08-30,A,33871.0,2,1,group 50,2,1,650.0,328.9321,1644.0,1646.5,1615.5,1581.0,1587.300049,0.0265,268.5,2019-08-30 05:47:00,2019-08-30 05:51:00,2019-08-30 05:55:00,2019-08-30 05:59:00,2019-08-30 06:15:00,2019-08-30 06:16:00,2019-08-30 06:15:00,2019-08-30 06:29:00,2019-08-30 06:55:00,19.35,2854.0,0.0,146.45,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,124.0350877,2019-08-30,A,33891.0,2,1,group 112,8,1,650.0,331.4256,1650.0,1676.0,1648.599976,1596.0,1596.599976,0.083,268.5,2019-08-30 07:26:00,2019-08-30 07:28:00,2019-08-30 07:33:00,2019-08-30 07:36:00,2019-08-30 07:52:00,2019-08-30 07:59:00,2019-08-30 07:58:00,2019-08-30 08:09:00,2019-08-30 08:36:00,24.86666667,6842.0,61.81546783,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,125.2631579,2019-08-30,B,533671.0,2,1,group 112,16,4,880.0,330.827,1613.0,1654.900024,1624.099976,1582.0,1579.900024,0.064,268.5,2019-08-30 08:25:00,2019-08-30 08:24:00,2019-08-30 08:30:00,2019-08-30 08:32:00,2019-08-30 09:19:00,2019-08-30 09:01:00,2019-08-30 08:59:00,2019-08-30 09:17:00,2019-08-30 09:27:00,28.66666667,4351.0,0.0,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,126.4912281,2019-08-31,C,533821.0,2,1,group 22,19,3,670.0,335.8037,1615.0,1607.099976,1559.0,1592.0,1585.300049,0.0483,268.5,2019-08-31 00:58:00,2019-08-31 01:16:00,2019-08-31 01:19:00,2020-01-08 05:54:00,2019-08-31 02:08:00,2019-08-31 02:20:00,2019-08-31 02:18:00,2019-08-31 02:26:00,2019-08-31 02:32:00,58.31666667,1815.0,671.4180298,696.9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9,1.301369863,2019-08-31,C,34021.0,1,1,group 1,6,1,740.0,340.2799,1643.0,1649.199951,1615.0,1587.0,1592.0,0.0427,268.5,2019-08-31 03:27:00,2019-08-31 03:32:00,2019-08-31 03:38:00,2020-01-08 05:54:00,2019-08-31 03:53:00,2019-08-31 04:03:00,2019-08-31 04:02:00,2019-08-31 04:14:00,2019-10-20 09:28:00,24.81666667,972.0,0.0,125.4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9,2.602739726,2019-08-31,C,533831.0,1,1,group 22,8,1,700.0,341.0843,1631.0,1598.099976,1574.0,1579.0,1578.0,0.066,268.5,2019-08-31 04:33:00,2019-08-31 04:37:00,2019-08-31 04:40:00,2019-08-31 05:00:00,2019-08-31 05:03:00,2019-08-31 05:09:00,2019-08-31 05:07:00,2019-08-31 05:16:00,2020-01-05 07:50:30,26.96666667,1815.0,321.7539455,243.69,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9,3.904109589,2019-08-31,C,533861.0,1,1,group 50,2,3,650.0,342.29525,1620.0,1614.0,1586.0,1587.0,1581.0,0.062,268.5,2019-08-31 07:21:00,2019-08-31 07:23:00,2019-08-31 07:36:00,2020-01-08 05:54:00,2020-01-08 00:41:00,2019-08-31 08:02:00,2019-08-31 08:02:00,2019-08-31 09:41:00,2020-01-29 06:36:30,34.75,1815.0,262.6711459,279.31,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9,5.205479452,2019-08-31,B,533861.0,1,2,group 50,2,3,400.0,356.7747,1620.0,1581.0,1567.0,1585.0,1585.0,0.062,268.5,2019-08-31 08:41:00,2019-08-31 08:42:00,2019-08-31 08:47:00,2019-08-31 09:09:00,2019-08-31 09:17:00,2019-08-31 09:23:00,2019-08-31 09:23:00,2019-08-31 09:41:00,2019-08-31 09:48:00,35.98333333,1785.0,585.4208902,554.56,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,127.7192982,2019-08-31,B,34071.0,2,1,group 50,19,3,570.0,344.2124,1612.0,1571.900024,1552.800049,1580.0,1572.599976,0.053,268.5,2019-08-31 09:22:00,2019-08-31 09:27:00,2019-08-31 09:30:00,2020-01-08 05:54:00,2019-08-31 10:14:00,2019-08-31 10:04:00,2019-08-31 10:01:00,2019-08-31 10:15:00,2019-08-31 10:49:00,30.8,1815.0,551.8477173,514.09,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
47,128.9473684,2019-08-31,B,34101.0,2,1,group 1,2,4,480.0,353.4768,1614.0,1622.300049,1601.199951,1583.0,1587.0,0.0341,123.0999985,2019-08-31 12:20:00,2019-08-31 12:22:00,2019-08-31 12:26:00,2020-01-08 05:54:00,2019-08-31 12:58:00,2019-08-31 13:02:00,2019-08-31 12:59:00,2019-08-31 13:10:00,2019-08-31 13:28:00,33.33333333,206.0,301.6604614,267.65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,6.506849315,2019-08-31,B,34111.0,1,1,group 1,12,3,450.0,353.8174,1619.0,1610.199951,1599.0,1590.0,1592.0,0.058,81.02999878,2019-08-31 13:19:00,2019-08-31 13:31:00,2019-08-31 13:33:00,2020-01-08 05:54:00,2019-08-31 13:45:00,2019-08-31 14:02:00,2019-08-31 14:01:00,2019-08-31 14:14:00,2019-08-31 14:32:00,28.68333333,1815.0,382.2828199,233.79,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,7.808219178,2019-08-31,B,533921.0,1,1,group 50,8,3,450.0,362.486,1584.0,1586.599976,1577.0,1569.0,1574.0,0.065,268.5,2019-08-31 14:42:00,2019-08-31 14:43:00,2019-08-31 14:48:00,2020-01-08 05:54:00,2019-08-31 15:10:00,2019-08-31 14:58:00,2019-08-31 14:57:00,2019-08-31 15:06:00,2019-08-31 15:21:00,8.65,1815.0,0.0,355.17,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
9,9.109589041,2019-08-31,B,533941.0,1,1,group 107,6,4,450.0,345.2699,1650.0,1648.5,1621.0,1593.0,1596.0,0.28,273.3999939,2019-08-31 19:04:00,2019-08-31 19:02:00,2019-08-31 19:07:00,2019-08-31 19:16:00,2019-08-31 19:50:00,2019-08-31 19:55:00,2019-08-31 19:53:00,2019-08-31 20:02:00,2019-08-31 20:19:00,45.2,2239.0,101.6860694,471.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,130.1754386,2019-08-31,B,533951.0,2,1,group 107,16,1,670.0,351.7608,1662.0,1642.599976,1609.400024,1583.0,1588.800049,0.271,453.8999939,2019-08-31 20:02:00,2019-08-31 19:59:00,2019-08-31 20:04:00,2019-08-31 20:19:00,2019-08-31 21:10:00,2019-08-31 21:06:00,2019-08-31 21:04:00,2019-08-31 21:15:00,2019-08-31 21:45:00,60.13333333,1000.0,394.3571194,590.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10.4109589,2019-08-31,C,533961.0,1,1,group 107,12,3,690.0,345.0065,1642.0,1669.199951,1628.0,1596.0,1606.0,0.309,341.2000122,2019-08-31 21:08:00,2019-08-31 21:06:00,2019-08-31 21:18:00,2019-08-31 21:27:00,2019-08-31 23:00:00,2019-08-31 22:13:00,2019-08-31 22:12:00,2019-08-31 22:24:00,2019-08-31 23:30:00,53.65,1815.0,0.0,530.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,11.71232877,2019-08-31,C,533971.0,1,1,group 184,6,3,800.0,340.5285,1657.0,1663.900024,1634.0,1600.0,1609.0,0.286,506.7000122,2019-08-31 23:14:00,2019-08-31 23:13:00,2019-08-31 23:18:00,2019-08-31 23:24:00,2019-08-31 23:54:00,2019-08-31 23:53:00,2019-08-31 23:52:00,2019-01-09 00:03:00,2019-01-09 00:24:00,33.86666667,4370.0,0.0,527.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
